Item,Mean,Var,Mixed_Means,Mixed_Stds,Raw_Distrib,Discrete_Distrib,Sentence
132029:43,2.8,5.36,[7.         1.75000004],[0.0007071067811865475  0.770552146414542],[2  7  1  1  3  7  4  1  1  1],[0.5 0.1 0.1 0.1 0.  0.  0.2],"and there is a little bitty mall that  looks kind of like, or, strip kind of center."
44591:124,2.6666666666666665,2.666666666666667,[3.9999879 1.       ],[0.6324690004668377  0.0007071067811865475],[1  4  1  3  3  5  1  5  1],[0.44444444 0.         0.22222222 0.11111111 0.22222222 0. 0.        ],"and, uh, she's been holding herself pretty well. the, uh, up until, you know, recently where she's been having accidents in the house because she either is losing control or she forgets where she is."
59982:90,2.8,4.96,[1.75 7.  ],[0.5863023964064278  0.0007071067811865475],[2  1  1  1  2  7  7  3  3  1],[0.4 0.2 0.2 0.  0.  0.  0.2],"and there's, you know, there's people in our prisons that  are not being rehabilitated  in any way, shape, or form,"
89923:105,2.7,2.81,[2.22222223 7.        ],[0.6478839412813289  0.0007071067811865475],[2  1  2  3  2  2  4  7  1  3],[0.2 0.4 0.2 0.1 0.  0.  0.1],"they, they show very well un-, they show very well unless you have, you know, lived in a lot of houses around the area, or looked at a lot of houses around here."
45877:58,2.4,2.8400000000000003,[5.49999785 1.6250141 ],[0.35357348707439057  0.49215090831619884],[5  3  2  1  1  2  2  6  1  1],[0.4 0.3 0.1 0.  0.1 0.1 0. ],"because e-, everything, i mean anything that tom landry wanted or had , he was going  to change it."
13874:94,3.0,3.7777777777777777,[1.66666667 5.66666667],[0.33333408343527055  0.3333340833289132],[2  2  6  1  2  5  1  2  6],[0.22222222 0.44444444 0.         0.         0.11111111 0.22222222 0.        ],"and then you might have more control over, uh, the, the morals that they would be taught   rather than in like a classroom or a day care center."
143409:35,4.4,4.24,[3.20839879 6.53391816],[1.1193718090600036  0.35276489548349654],[6  7  7  1  4  6  4  1  4  4],[0.2 0.  0.  0.4 0.  0.2 0.2],"then i would let her narrow it down to three or four,"
129330:26,2.7,1.81,[2.12500418 5.        ],[0.5519905448320496  0.0007071067811865475],[1  5  2  1  3  2  2  5  3  3],[0.2 0.3 0.3 0.  0.2 0.  0. ],"but, unemployment  now in dallas, or in texas is up around six point,"
3053:66,4.0,3.6,[2.1993794  5.79782503],[0.2825139407489693  0.5318160995772739],[6  7  2  5  2  5  6  3  2  2],[0.  0.4 0.1 0.  0.2 0.2 0.1],"i'm sure you have a representative somewhere in the area. if just nothing more than a business representative or government services representative,"
61667:103,4.444444444444445,4.246913580246914,[2.84029306 6.50667999],[0.8586514119637367  0.3535450159888331],[6  7  4  3  6  4  1  2  7],[0.11111111 0.11111111 0.11111111 0.22222222 0.         0.22222222 0.22222222],"but if you want him to be and he doesn't want  to be, he'll just, he'll, you know either scratch you or run away."
79279:17,4.636363636363637,6.231404958677686,[6.42855912 1.49999758],[0.6388974068172819  0.3535540980453254],[7  2  7  1  7  5  7  1  7  5  2],[0.18181818 0.18181818 0.         0.         0.18181818 0. 0.45454545],"so i was only fifteen or sixteen,"
168755:23,3.2,2.96,[3.98516661 1.42876227],[1.0374001703492062  0.3562668229961742],[1  4  2  4  1  4  4  7  3  2],[0.2 0.2 0.1 0.4 0.  0.  0.1],"oh, i probably spend an hour or two."
24200:82,3.0,4.181818181818182,[1.31575595 4.88540286],[0.3286760882280352  0.9723717131748901],[4  4  1  7  4  2  1  2  6  1  1],[0.36363636 0.18181818 0.         0.27272727 0.         0.09090909 0.09090909],"the only field i'm not familiar with  really is education, which is required,  mumblex requires about four or five different fields really."
139927:102,3.9,3.4899999999999998,[2.50000458 6.        ],[0.677009049601148  0.0007071067811865475],[2  3  6  3  2  6  4  6  6  1],[0.1 0.2 0.2 0.1 0.  0.4 0. ],"well, i, i was wondering what, if you all were  to get a pet, like if you were  to move into an apartment or a house somewhere,"
113845:53,3.2,3.56,[5.17153959 1.83448369],[0.9801503625546805  0.26279492537792987],[7  4  2  6  2  2  4  2  2  1],[0.1 0.5 0.  0.2 0.  0.1 0.1],"the biggest, you know, the biggest outlaid expense has always been either wars or defense."
137818:79,4.2,5.5600000000000005,[2.00202278 6.40015733],[0.7770495156037396  0.3464961456483281],[4  7  7  1  6  1  6  2  2  6],[0.2 0.2 0.  0.1 0.  0.3 0.2],"we had this group of, uh, surveyors come into, uh, a shop i was working in , uh, four or five of them,"
120579:20,2.6666666666666665,4.555555555555556,[1.37311814 4.972667  ],[0.3539810694131238  1.4016782345733272],[2  4  7  1  7  3  2  2  1  1  1  1],[0.41666667 0.25       0.08333333 0.08333333 0.         0. 0.16666667],"everything was like an hour or two hours at the louvre, you know, things like that where you need the whole day ,"
42508:50,3.5,5.85,[2. 7.],[0.6546540572101764  0.0007071067811865475],[4  2  2  7  7  2  7  1  1  2],[0.2 0.4 0.  0.1 0.  0.  0.3],"if, if you're going  to hunt with it, or if you're going  to do sport shooting you can wait a week."
41676:47,3.0,4.4,[1.71387063 5.99752707],[0.49473192878542316  0.5803525699478814],[6  2  1  1  7  2  3  2  5  1],[0.3 0.3 0.1 0.  0.1 0.1 0.1],"and then there are some that  may be will come like four inches or five inches above the knee."
105458:174,3.1,5.089999999999999,[1.7142999  6.33333589],[0.6227236376194073  0.33333472236282574],[2  6  1  3  7  1  6  3  1  1],[0.4 0.1 0.2 0.  0.  0.2 0.1],"couple of guys, uh, restored an old wooden boat that  was built  back in the mid-thirties and got a new canvas sail for it and had a real h-, big old four- foot center board that  went down in the middle  to keep you upright when the waves, or the wind came from the side."
6291:93,4.3,6.409999999999999,[5.71425127 1.        ],[1.1157824880954004  0.0007071067811865475],[7  7  4  7  1  7  5  1  1  3],[0.3 0.  0.1 0.1 0.1 0.  0.4],"i, i, fr-, you know, i, i debate about whether it's really good or not, you know."
157948:33,2.0,1.8,[1.37500044 4.49999291],[0.3423289490948606  0.3535673203056448],[1  1  5  1  2  1  1  2  4  2],[0.5 0.3 0.  0.1 0.1 0.  0. ],"i, i think working mothers or mothers who  choose  to work outside the home, um, need very early  to come to grips with any guilt, that they feel  and decide what 's best for them and their family."
21053:31,3.0,5.6,[1.16547721 5.74184098],[0.2627693861228055  0.7796132649061358],[1  1  1  4  1  1  6  7  6  2],[0.5 0.1 0.  0.1 0.  0.2 0.1],"and i watched that for like, oh, ten or fifteen straight years,"
138235:84,5.8,3.9599999999999995,[6.75003108 2.00067235],[0.3061743431763639  0.7080005744607397],[7  3  1  7  7  7  6  6  7  7],[0.1 0.  0.1 0.  0.  0.2 0.6],"and i, i debate whether it 's better to get a, uh, just a straight table saw or to get one of these, uh, rotary arm saws."
111626:16,5.090909090909091,3.355371900826446,[7.         4.00022376],[0.0007071067811865475  1.00013075806188],[5  6  7  2  7  7  5  2  4  4  7],[0.         0.18181818 0.         0.18181818 0.18181818 0.09090909 0.36363636],"she's about seven or eight years old."
171530:129,3.0,6.0,[1.         5.49996666],[0.0007071067811865475  1.0606918373318523],[1  4  7  1  4  7  1  1  1],[0.55555556 0.         0.         0.22222222 0.         0. 0.22222222],"so it's a lot, it 's very hard on a nonfixed income because i don't know how many days i'm going  to be called  in  and whether i am  or not, to try  to keep track of finances."
1239:63,3.6,7.040000000000001,[6.75000002 1.50000008],[0.30618702589290286  0.5400623553303773],[7  7  1  1  1  1  2  7  6  3],[0.4 0.1 0.1 0.  0.  0.1 0.3],"but i think they should also respect the sanctity of the american home, whether it be in a house or in an apartment."
160310:27,2.4444444444444446,3.802469135802469,[1.42857143 6.        ],[0.3499278205456615  0.0007071067811865475],[6  1  2  2  1  1  2  6  1],[0.44444444 0.33333333 0.         0.         0.         0.22222222 0.        ],"and i'm not sure if kroger does or not."
139225:66,3.5555555555555554,5.802469135802469,[1.59811771 5.92346273],[0.5862605271369042  0.9349164387575666],[7  7  4  6  3  1  1  2  1],[0.33333333 0.11111111 0.11111111 0.11111111 0.         0.11111111 0.22222222],"i don't think is, is, we can determine whether we were right or wrong,"
173714:78,3.1,4.090000000000001,[2.26175211 6.505594  ],[0.8595871822247416  0.35355752244041266],[3  1  1  7  4  2  6  2  1  4],[0.3 0.2 0.1 0.2 0.  0.1 0.1],"uh, people are, uh, reluctant  to pass, uh, school tax levies even, uh, when the money is needed  or would be well spent  because it's, uh, they don't have kids in the schools."
24732:44,5.4,3.04,[6.68841336 3.66116698],[0.33029022731849894  0.8900643562559085],[6  3  4  7  6  7  2  5  7  7],[0.  0.1 0.1 0.1 0.1 0.2 0.4],"is, is, is it doing a good job or a bad job."
132821:30,3.7777777777777777,4.617283950617284,[5.16666476 1.        ],[0.7546182251570489  0.0007071067811865475],[5  4  1  7  1  4  1  6  5],[0.33333333 0.         0.         0.22222222 0.22222222 0.11111111 0.11111111],"but, uh, it'll go up to fifty or sixty almost."
54761:52,4.777777777777778,4.617283950617284,[1.         5.85714286],[0.0007071067811865475  0.5890155142941709],[7  6  1  5  5  6  5  1  7],[0.22222222 0.         0.         0.         0.33333333 0.22222222 0.22222222],"it was on one of the networks, i think  last weekend. uh, or two weeks ago."
31385:27,4.6,2.04,[2.         4.88875776],[0.0007071067811865475  0.8462900097037517],[5  4  6  7  5  2  4  6  4  3],[0.  0.1 0.1 0.3 0.2 0.2 0.1],"otherwise, he might have been driving trucks or framing houses, you know, from here to eternity."
46306:157,1.7,1.41,[1.33333333 5.        ],[0.3333340833324911  0.0007071067811865475],[2  2  1  2  1  1  1  5  1  1],[0.6 0.3 0.  0.  0.1 0.  0. ],"and, and i don't know if it's, uh, the family, you know, thing where they're not bonding anymore , where mothers are working all the time and, the kids aren't getting the attention that they need  , or the television."
63429:67,2.7777777777777777,3.283950617283951,[1.85713926 5.99953689],[0.24743943311889086  0.707727893062449],[2  2  2  2  2  7  2  1  5],[0.11111111 0.66666667 0.         0.         0.11111111 0. 0.11111111],"well, does it  cost money like to use the, to exercise in the weight room or to, uh, to tak-, to go swimming."
84644:31,3.4545454545454546,7.884297520661158,[6.39999982 1.        ],[0.8485287047356954  0.0007071067811865475],[7  1  1  7  1  1  7  1  7  4  1],[0.54545455 0.         0.         0.09090909 0.         0. 0.36363636],"i do not know what the world is  or is not ."
59303:31,2.2,2.56,[3.88968015 1.23561861],[1.059337416210602  0.30050530457286445],[6  1  4  1  1  2  2  1  1  3],[0.5 0.2 0.1 0.1 0.  0.1 0. ],"and, if i'd of probably had three or four children, i don't see how  we could have made it, you know, without me working ."
12588:15,4.2727272727272725,5.289256198347108,[1.49907039 5.85268933],[0.353572836773055  0.8003773859848732],[6  7  5  2  7  2  1  1  7  5  4],[0.18181818 0.18181818 0.         0.09090909 0.18181818 0.09090909 0.27272727],"they could either fight or die."
117171:43,2.8,4.16,[1.55588967 5.60000346],[0.5070371173109154  0.7217319357069409],[2  1  1  3  5  1  1  7  5  2],[0.4 0.2 0.1 0.  0.2 0.  0.1],"well, i don't know if we've talked our full three minutes or not."
151277:32,3.3,5.8100000000000005,[4.83304811 1.        ],[1.3795591119047614  0.0007071067811865475],[3  2  7  6  1  1  1  4  1  7],[0.4 0.1 0.1 0.1 0.  0.1 0.2],"and i'm not sure if our policy covers that or not."
54571:48,2.6,3.4400000000000004,[2.11111208 7.        ],[0.8461986253667958  0.0007071067811865475],[1  2  3  7  4  2  4  1  1  1],[0.4 0.2 0.1 0.2 0.  0.  0.1],"a lot of things we try  to catch  like at the dollar theater or matinees."
153824:74,3.5555555555555554,4.6913580246913575,[5.7411363  1.83379485],[0.8006581419165804  0.5699117449539651],[4  7  6  3  2  2  1  6  1],[0.22222222 0.22222222 0.11111111 0.11111111 0.         0.22222222 0.11111111],"around this time of year you expect it up here to get down to about, uh, i don't know, ten or twenty degrees."
6625:69,3.909090909090909,5.719008264462809,[6.39979527 1.83334591],[0.5660210974792976  0.4860152409324436],[6  2  7  2  7  2  3  1  7  5  1],[0.18181818 0.27272727 0.09090909 0.         0.09090909 0.09090909 0.27272727],"i, i, i guess, in my own, having had the whole three or four minutes to, you know, give it a great deal of thought , you know, um, i, i think i agree with you one hundred percent about it being some sort of voluntary,"
14875:209,3.6666666666666665,5.333333333333333,[2.16929363 6.66754781],[0.7577094211021628  0.3331139449991545],[2  6  7  4  3  2  1  1  7],[0.22222222 0.22222222 0.11111111 0.11111111 0.         0.11111111 0.22222222],"but the guy at the very top, the one who 's, who 's really making the millions and the millions is the one who  also many times is part of the power structure, uh, the, uh, and had the political uh, pull to keep things from, uh, keep the interest or the emphasis in some other direction, other than on the drug dealing,"
1036:63,1.3333333333333333,0.4444444444444444,[1.125 3.   ],[0.23385465686972226  0.0007071067811865475],[1  1  1  1  2  3  1  1  1],[0.77777778 0.11111111 0.11111111 0.         0.         0. 0.        ],"and i guess that turns out  to be the basic problem with any invasion of privacy is whether or not you're feeling, threatened as a result of, of it."
174625:55,5.2,2.96,[4.42896529 7.        ],[1.0596149658643248  0.0007071067811865475],[5  5  7  5  6  1  7  5  4  7],[0.1 0.  0.  0.1 0.4 0.1 0.3],"if i, if i elicit good behavior i'm out in maybe five or ten."
128489:81,4.2,5.5600000000000005,[2.00202278 6.40015733],[0.7770495156037395  0.34649614564832804],[4  6  2  1  6  7  2  7  6  1],[0.2 0.2 0.  0.1 0.  0.3 0.2],"but if you do some basic exercises and you say every morning, just like brushing your teeth you're going  to spend fifteen minutes or a half hour."
8967:44,1.9,0.8899999999999999,[2.4997141 1.       ],[0.5402091831943037  0.0007071067811865475],[2  3  1  1  1  1  2  4  2  2],[0.4 0.4 0.1 0.1 0.  0.  0. ],"if we have a problem with our connection and get disconnected  some time or other, don't worry about it."
66791:42,2.3,4.609999999999999,[1.25 6.5 ],[0.3061870343433895  0.35355409769934765],[1  1  2  2  1  6  7  1  1  1],[0.6 0.2 0.  0.  0.  0.1 0.1],"i think that's considered  exercise whether you want it or not."
2400:31,2.0,1.4,[1.2863406  3.66436565],[0.3207954284214736  0.3369840935408785],[4  1  2  4  1  1  1  1  2  3],[0.5 0.2 0.1 0.2 0.  0.  0. ],"you could almost label everything quality in some sense or other."
14556:18,4.0,3.4,[2.73835115 6.02965188],[0.7219835872746667  0.506139711812072],[5  3  3  6  1  6  3  2  4  7],[0.1 0.1 0.3 0.1 0.1 0.2 0.1],"i've done that once or twice."
35369:98,1.6666666666666667,0.6666666666666666,[1.28571712 3.        ],[0.319442602849873  0.0007071067811865475],[1  2  3  1  3  1  1  1  2],[0.55555556 0.22222222 0.22222222 0.         0.         0. 0.        ],"well, we've, uh, we've, we've test driven the oldsmobile delta eighty-eight and a cutlass supreme and a used cadillac, about three or four years old because, uh, i get married  in a couple of weeks"
21517:53,4.2,4.76,[5.83096765 1.74980105],[0.7574118311903533  0.3062802058029605],[2  1  4  6  6  7  7  2  5  2],[0.1 0.3 0.  0.1 0.1 0.2 0.2],"do you think that's why most rock stars nowadays keep their marriages secret , or at least they keep it quiet ."
9650:26,2.4,1.64,[1.49228552 3.54148162],[0.3797191691485483  0.7073184656800133],[3  1  2  5  1  2  4  2  1  3],[0.3 0.3 0.2 0.1 0.1 0.  0. ],"and i usually make time in my day or my week, you know,  to watch those."
7017:103,3.3636363636363638,5.322314049586778,[6.24901793 1.71410612],[0.5876071623420822  0.49484576825206855],[7  2  1  7  1  5  6  2  1  2  3],[0.27272727 0.27272727 0.09090909 0.         0.09090909 0.09090909 0.18181818],"well the, the other thing some people are not aware of , is they will use their a, their credit card like their visa or their mastercard for cash."
