Item,Mean,Var,Alpha,Beta,Params,Raw_Distrib,Discrete_Distrib,Sentence
123608:48,0.7822222222222223,0.07275061728395064,34.28445509744451,0.8409136324760337,(34.28445509744451  0.8409136324760337),[0.07  0.7  0.92  0.72  0.89  0.85  0.97  1.0  0.92],[0.11111111 0.         0.         0.         0.11111111 0.22222222 0.55555556],"i think they are supposed  to put two in by either next year or the year after."
99233:24,0.23777777777777778,0.09835061728395063,0.07026900521304266,0.2298731424043075,(0.07026900521304266  0.2298731424043075),[0.73  0.07  0.89  0.18  0.17  0.04  0.02  0.02  0.02],[0.55555556 0.22222222 0.         0.         0.         0.11111111 0.11111111],"they put one on the parents, or the teachers and say they have  to, the men have  to wear ties"
72704:22,0.6133333333333334,0.1749777777777778,0.13618851937794527,0.07523994300639403,(0.13618851937794527  0.07523994300639403),[0.02  0.75  0.95  0.06  0.78  1.0  0.02  0.99  0.95],[0.33333333 0.         0.         0.         0.         0.22222222 0.44444444],"i'll stay up until two or three o'clock in the morning, you know, because i'm so engrossed in it"
2462:69,0.2877777777777778,0.1471283950617284,0.1143114579932259,0.26720700109430173,(0.1143114579932259  0.26720700109430173),[0.01  0.02  0.0  0.38  0.03  0.01  0.94  1.0  0.2],[0.44444444 0.11111111 0.11111111 0.         0.         0. 0.22222222],"the question was, um, what, what is your opinion of youth, uh, spending a year or two in, in public service."
112221:46,0.34888888888888897,0.07189876543209878,0.9284456785242168,1.8728016136360908,(0.9284456785242168  1.8728016136360908),[0.3  0.69  0.33  0.9  0.26  0.4  0.14  0.02  0.1],[0.33333333 0.11111111 0.33333333 0.         0.11111111 0. 0.11111111],"do you go like home cooking, like black-eyed pea and that kind of thing or cafeteria."
81410:24,0.5511111111111111,0.13709876543209876,0.7255843845393057,0.5241993607396154,(0.7255843845393057  0.5241993607396154),[0.44  0.86  0.39  1.0  0.0  1.0  0.84  0.42  0.01],[0.11111111 0.         0.22222222 0.11111111 0.         0.11111111 0.33333333],"i've probably seen it about fifteen or twenty times."
152640:26,0.45444444444444443,0.11371358024691358,0.1630735696248531,0.17178556408970713,(0.1630735696248531  0.17178556408970713),[0.31  0.13  0.8  0.27  0.85  0.06  0.04  0.82  0.81],[0.33333333 0.11111111 0.11111111 0.         0.         0.44444444 0.        ],"and when you send it to washington or send it to your state capitol , uh, a lot of it stays there"
33245:36,0.3577777777777778,0.039417283950617284,7.1422032933128285,16.74193133728499,(7.1422032933128285  16.74193133728499),[0.15  0.44  0.38  0.3  0.77  0.42  0.45  0.02  0.29],[0.11111111 0.11111111 0.44444444 0.22222222 0.         0.11111111 0.        ],"we we tried  to be fancier or more courses than the other."
33521:77,0.5288888888888889,0.10525432098765432,0.5039605351604353,0.39876868188702297,(0.5039605351604353  0.39876868188702297),[0.77  0.74  0.0  0.28  0.97  0.23  0.22  0.74  0.81],[0.         0.33333333 0.         0.         0.         0.44444444 0.11111111],"when you go over there  does it bother you in terms of how things are arranged , either at the dallas location or the spring creek , in terms of, there's so much, it's so much of a weight orientation, weight lifting, et cetera."
34082:72,0.5611111111111112,0.12105432098765433,0.4002764415936531,0.28581845342221424,(0.4002764415936531  0.28581845342221424),[0.51  0.84  0.97  0.1  0.04  0.19  0.88  0.9  0.62],[0.22222222 0.11111111 0.         0.11111111 0.11111111 0.11111111 0.33333333],"i do too. uh, because it  doesn't make any difference, uh, uh, whether it's a pistol or a shotgun, i suppose ."
73474:74,0.5955555555555555,0.0667135802469136,1.2771211128502977,0.5776705930370036,(1.2771211128502977  0.5776705930370036),[0.67  0.12  0.59  0.82  0.49  0.54  0.29  0.93  0.91],[0.11111111 0.         0.11111111 0.22222222 0.22222222 0.11111111 0.22222222],"there are those times when i think, gee, if i didn't have children i could be out  playing bridge or golf ."
157389:42,0.7433333333333333,0.08146666666666666,1.0798409723539433,0.23177970823285368,(1.0798409723539433  0.23177970823285368),[0.96  0.71  0.84  0.74  0.92  0.94  0.98  0.02  0.58],[0.11111111 0.         0.         0.         0.22222222 0.22222222 0.44444444],"and basically, uh, we were going  to be paying seventy or eighty percent tax."
100564:48,0.5733333333333334,0.12862222222222222,0.43499808829765496,0.36274364956542793,(0.43499808829765496  0.36274364956542793),[0.86  0.48  0.15  0.19  0.89  0.56  0.99  1.0  0.04],[0.11111111 0.22222222 0.         0.22222222 0.         0. 0.44444444],"and, uh, you know the type of facilities whether it's a shared room or two separate rooms that  share uh, a, uh, bathroom."
142727:53,0.5566666666666666,0.13224444444444444,0.45126872713361843,0.35224934442931755,(0.45126872713361843  0.35224934442931755),[0.94  0.89  0.49  0.2  0.84  0.56  1.0  0.04  0.05],[0.22222222 0.11111111 0.         0.22222222 0.         0.11111111 0.33333333],"but a little bit from three, you know, from thirty million dollars or thirty-five mil-, that's a lot of money."
86575:41,0.3877777777777778,0.1457506172839506,0.12723337711575225,0.22865063489805532,(0.12723337711575225  0.22865063489805532),[0.22  0.04  0.91  0.03  0.07  0.32  0.08  1.0  0.82],[0.44444444 0.11111111 0.11111111 0.         0.         0.11111111 0.22222222],"a lot of my travel has been sort of based  around conferences or business meetings."
51368:32,0.6133333333333333,0.11053333333333332,0.8873408542820009,0.4100654942306315,(0.8873408542820009  0.4100654942306315),[0.54  0.82  0.74  0.09  0.71  0.66  0.0  0.99  0.97],[0.11111111 0.         0.         0.11111111 0.22222222 0.22222222 0.22222222],"i mean, i've been to like thirty or forty games each of the last few years."
126099:53,0.35666666666666663,0.13173333333333334,0.21742337444725435,0.4271392045189505,(0.21742337444725435  0.4271392045189505),[0.61  0.02  0.06  0.19  0.02  0.41  0.95  0.03  0.92],[0.44444444 0.11111111 0.11111111 0.         0.11111111 0. 0.22222222],"and if you try  to take anybody, you know, go to the show or go out for supper, and you go as a foursome,"
161207:19,0.48666666666666675,0.13608888888888887,0.27117379546658393,0.3568585744287731,(0.27117379546658393  0.3568585744287731),[0.22  0.93  0.08  0.45  0.08  0.13  0.98  0.99  0.52],[0.33333333 0.11111111 0.         0.22222222 0.         0. 0.33333333],"because somebody has a child or, uh, likes children doesn't really mean that they're qualified  to give the child the kind of supervision and training that that, uh,"
97004:55,0.45999999999999996,0.15615555555555558,0.14552715557869644,0.15108637620945542,(0.14552715557869644  0.15108637620945542),[0.93  0.3  0.81  0.06  0.01  0.83  0.06  0.15  0.99],[0.33333333 0.11111111 0.11111111 0.         0.         0.22222222 0.22222222],"because, uh, i, i guess i placed all but one or two of my calls. and, uh, only because i going  to make some money,"
150256:47,0.5888888888888889,0.07640987654320988,1.3722873782439948,0.5150402669866274,(1.3722873782439948  0.5150402669866274),[0.88  0.61  0.69  0.56  0.64  0.0  0.78  0.25  0.89],[0.         0.11111111 0.         0.11111111 0.33333333 0.11111111 0.22222222],"and i don't know who  looks forward to it more, the students or the teachers and the staff."
68309:44,0.26999999999999996,0.05328888888888889,1.2755541116087645,0.8202123964551213,(1.2755541116087645  0.8202123964551213),[0.59  0.05  0.09  0.0  0.0  0.26  0.54  0.37  0.53],[0.22222222 0.11111111 0.11111111 0.22222222 0.11111111 0. 0.        ],"and maybe, now, i don't remember if this  is texas or not, that  has something about all drug dealers can be sentenced  to the death sentence."
63429:67,0.4555555555555555,0.07195802469135801,0.8657446997766581,0.5587835984601256,(0.8657446997766581  0.5587835984601256),[0.43  0.69  0.48  0.61  0.73  0.3  0.07  0.0  0.79],[0.11111111 0.         0.11111111 0.22222222 0.22222222 0.22222222 0.        ],"well, does it  cost money like to use the, to exercise in the weight room or to, uh, to tak-, to go swimming."
37749:72,0.5366666666666666,0.09217777777777778,0.3257242736969268,0.383333459568618,(0.3257242736969268  0.383333459568618),[0.99  0.21  0.23  0.65  0.24  0.89  0.76  0.18  0.68],[0.         0.44444444 0.         0.         0.22222222 0.11111111 0.22222222],"we're going  to talk about the public school system, what 's wrong with it, an, or if anything is wrong with it and what we can do  about it, what  should be done  about it."
10197:18,0.9233333333333333,0.012422222222222222,0.43872703706275745,0.07133305968098666,(0.43872703706275745  0.07133305968098666),[0.98  0.93  0.96  0.93  0.62  0.98  1.0  1.0  0.91],[0.         0.         0.         0.         0.11111111 0. 0.88888889],"he either hits home run or strike out."
127793:67,0.38222222222222224,0.1620172839506173,0.20836179499746338,0.3189080103002442,(0.20836179499746338  0.3189080103002442),[0.02  0.0  1.0  0.53  0.71  0.0  0.98  0.04  0.16],[0.22222222 0.11111111 0.         0.11111111 0.11111111 0. 0.22222222],"and it goes into all the movies,  previewing the movies that  are going  to be released  or behind the scenes."
81549:27,0.5377777777777779,0.05550617283950618,1.3515020370350963,0.6169541021350986,(1.3515020370350963  0.6169541021350986),[0.93  0.48  0.87  0.45  0.41  0.6  0.14  0.62  0.34],[0.11111111 0.         0.22222222 0.22222222 0.22222222 0. 0.22222222],"because we saw it, probably, four or five months ago."
6435:41:00,0.6588888888888889,0.07876543209876542,3.295062041083631,0.7895051670536348,(3.295062041083631  0.7895051670536348),[0.68  0.0  0.74  0.53  0.91  0.57  0.95  0.59  0.96],[0.         0.         0.         0.22222222 0.22222222 0.11111111 0.33333333],"i don't even remember if it was in the dallasite  or the insite  one, about uh, companies allowing you,"
102873:33,0.4122222222222222,0.07177283950617284,1.8377985967315125,0.5905286419709839,(1.8377985967315125  0.5905286419709839),[0.46  0.78  0.52  0.8  0.34  0.51  0.04  0.0  0.26],[0.11111111 0.11111111 0.11111111 0.33333333 0.         0.22222222 0.        ],"and, i don't know who  was here or whether jay called a friend."
113961:67,0.47888888888888886,0.14392098765432101,0.25430942774737175,0.24331290277938245,(0.25430942774737175  0.24331290277938245),[0.17  0.0  0.0  0.56  0.79  0.78  0.95  0.93  0.13],[0.11111111 0.11111111 0.         0.11111111 0.         0.22222222 0.22222222],"and the federal came in and said, hey, you know, you have either got  to build more prisons or let people go."
14292:63,0.5466666666666666,0.08642222222222223,0.3127999343201257,0.22128966192381633,(0.3127999343201257  0.22128966192381633),[0.48  0.79  0.83  0.17  0.82  0.21  0.87  0.11  0.64],[0.11111111 0.22222222 0.         0.11111111 0.11111111 0.33333333 0.11111111],"um, and it's one of those that i can ei-, read either an article or a couple of pages of those brief excerpts in the time frame that i'm going  to spend  in there ."
104451:40,0.3957894736842105,0.1125191135734072,0.44158884488726413,0.5655471366618554,(0.44158884488726413  0.5655471366618554),[0.55  0.95  0.03  0.07  0.09  0.76  0.68  0.88  0.2  0.58  0.52  0.46  0.0  0.06  0.55  0.95  0.03  0.07  0.09],[0.36842105 0.05263158 0.         0.21052632 0.10526316 0.05263158 0.15789474],"and i don't know if there's a deposit on those or not."
8347:26:00,0.18000000000000002,0.06248888888888889,0.0803956834380033,0.20165426014703647,(0.0803956834380033  0.20165426014703647),[0.67  0.59  0.04  0.02  0.04  0.01  0.0  0.23  0.02],[0.55555556 0.11111111 0.         0.         0.22222222 0. 0.        ],"and they're good for about five years or four years."
109764:99,0.5677777777777777,0.0934395061728395,1.7752210988638741,0.6827144482059342,(1.7752210988638741  0.6827144482059342),[0.53  0.66  0.5  0.6  0.14  0.73  0.95  0.02  0.98],[0.22222222 0.         0.         0.22222222 0.22222222 0.11111111 0.22222222],"oh, when we first were, were here , it was like we'd take maybe a, oh, a grocery sack full or maybe two grocery sacks full,"
150122:69,0.23777777777777775,0.02666172839506173,0.4769774741897357,0.5767243735039417,(0.4769774741897357  0.5767243735039417),[0.28  0.06  0.11  0.43  0.06  0.36  0.5  0.29  0.05],[0.44444444 0.11111111 0.22222222 0.22222222 0.         0. 0.        ],"uh, i would say the medical, uh, group insurance area as far as, uh, covering medical costs for yourself or family members."
42958:70,0.40222222222222226,0.13557283950617285,0.16452609826963388,0.26960135159648124,(0.16452609826963388  0.26960135159648124),[0.07  0.1  0.13  0.91  0.79  0.45  0.02  0.98  0.17],[0.44444444 0.11111111 0.         0.11111111 0.         0.11111111 0.22222222],"but, boy if someone did break in, i don't, i don't know that i could or would even grab it."
74544:45,0.25,0.0938,0.1021735572099516,0.30742297228211035,(0.1021735572099516  0.30742297228211035),[0.0  0.17  0.13  0.18  0.08  0.7  0.02  0.06  0.91],[0.44444444 0.22222222 0.         0.         0.11111111 0. 0.11111111],"do youself have children wi-, who  are  or have been  through the public school system."
144355:73,0.5766666666666667,0.13722222222222225,0.2837719068570842,0.165989125408046,(0.2837719068570842  0.165989125408046),[0.9  0.05  0.15  0.88  0.01  0.78  0.74  0.68  1.0],[0.22222222 0.11111111 0.         0.         0.11111111 0.22222222 0.33333333],"uh, when they asked us did, did we want  to, uh, keep it the same or, uh, spend more, spend less , i think uh, i think right now what they're spending  is adequate. uh, my, for my personal opinion. uh, because i think it's something that 's going  to take them a while  to come up with a, uh, vaccine for ."
13591:93,0.5244444444444444,0.06731358024691358,0.5137361177983147,0.5632469176400566,(0.5137361177983147  0.5632469176400566),[0.48  0.19  0.77  0.27  0.84  0.42  0.22  0.61  0.92],[0.         0.33333333 0.11111111 0.11111111 0.11111111 0.22222222 0.11111111],"but now with this thing i'm participating in , i kind of have  to answer it, because you never know if it's the switchboard or if it's, uh, you know, somebody calling that you really don't want  to talk on the phone."
122798:42,0.4788888888888889,0.10978765432098765,0.4543039137797237,0.45698292209768854,(0.4543039137797237  0.45698292209768854),[0.7  0.81  0.15  0.84  0.28  0.31  0.97  0.0  0.25],[0.         0.33333333 0.11111111 0.         0.11111111 0.22222222 0.11111111],"i don't know if it's just because i like the game or i just like  to, to see the warm weather."
136335:21,0.3268421052631578,0.06421108033240996,0.4592318499752591,0.6129990317260612,(0.4592318499752591  0.6129990317260612),[0.71  0.27  0.06  0.62  0.16  0.41  0.77  0.0  0.15  0.44  0.5  0.18  0.03  0.09  0.71  0.27  0.06  0.62  0.16],[0.21052632 0.31578947 0.05263158 0.10526316 0.21052632 0.05263158 0.        ],"did you put them up originally or just going up and stopping leaks in them."
